0	5	0	0	0	0	0	0	4	0	0	0	0	9	0	8	0	3	0	0	7	0	0	0	0	0	3	0	0	0	0	1	1	0	0	16	20	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	595	120	138	204	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0
0	1	0	8	0	0	0	0	5	0	0	0	0	7	1	0	0	2	1	2	1	1	0	0	0	0	0	0	0	1	0	1	1	4	0	4	20	1	0	2	0	0	0	13	0	0	0	1	0	4	0	0	1	0	1	1	120	694	105	126	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	1	1	0	0	3	0	0	4	0
0	6	0	0	0	0	1	0	2	0	0	0	0	2	0	14	0	1	0	0	12	5	1	1	1	1	2	0	0	0	0	0	0	0	0	21	5	0	0	0	1	1	1	0	0	0	0	0	0	6	0	0	16	0	4	4	138	105	603	137	0	9	7	13	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	2	0	0	1	0	0	3	0	0	0	1
0	1	0	2	0	1	0	6	0	4	0	0	0	1	1	0	0	3	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	1	1	6	8	3	2	0	0	1	0	4	0	0	1	0	1	0	0	1	2	0	7	0	204	126	137	590	7	0	0	10	0	0	0	0	0	1	0	0	1	0	0	4	0	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	8	3	0	3	0	0	0	0	3	0	0	0	4	2	1	0	0	0	1	12	0	0	0	10	6	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	1	0	0	7	677	175	301	9	0	0	1	1	0	0	0	1	10	0	11	0	0	0	0	4	1	1	11	0	0	0	0	0	11	0	0	7	1
0	1	0	8	0	0	0	5	1	4	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	5	8	1	4	1	0	6	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	8	0	0	1	0	4	9	0	175	729	168	0	0	0	1	0	0	0	5	0	17	0	8	11	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
2	3	0	0	0	1	0	0	6	2	0	0	0	1	0	1	0	16	0	0	5	1	0	0	0	0	1	0	0	0	1	14	0	0	1	2	0	0	0	1	0	0	8	7	0	0	0	0	0	1	0	4	5	1	0	0	0	0	7	0	301	168	778	4	0	0	18	0	0	0	2	0	0	1	5	0	0	0	0	1	7	0	3	0	0	1	0	0	0	0	0	10	0
0	16	0	16	0	0	0	7	5	5	0	0	0	0	0	1	1	11	0	8	4	0	5	0	0	6	0	0	0	0	15	0	0	0	0	15	4	0	1	0	0	0	4	9	1	0	0	0	0	5	0	6	8	0	1	1	1	8	13	10	9	0	4	678	29	46	12	0	0	0	5	0	6	0	3	11	0	0	0	9	2	0	1	0	0	1	0	0	27	0	0	4	0
0	0	1	0	0	4	0	0	0	0	4	0	1	0	10	0	0	0	0	0	0	0	0	0	6	0	0	1	2	0	0	0	3	0	0	0	0	6	7	6	4	1	1	0	0	10	6	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	29	526	153	0	5	10	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	1	13	0	0	0	0	0	0	7
0	0	0	0	17	5	14	0	0	0	3	7	13	0	2	0	0	0	0	0	0	0	0	2	2	0	0	4	5	0	0	0	3	0	6	0	0	4	2	0	1	4	0	0	5	0	0	7	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	46	153	636	0	1	0	0	0	0	0	9	0	0	5	2	4	0	0	0	0	0	1	2	0	4	0	0	4	1	2
0	21	0	17	0	0	0	9	7	2	0	0	0	9	0	0	0	1	0	1	0	0	1	0	0	7	0	0	0	0	0	14	0	0	0	2	7	0	0	0	0	0	7	17	0	0	0	0	0	0	0	7	10	0	1	13	0	0	1	0	1	1	18	12	0	0	679	33	74	0	6	2	7	0	0	18	0	0	0	4	9	0	14	0	1	0	0	0	13	0	0	1	1
0	0	14	0	9	3	4	0	1	0	5	0	0	0	6	0	5	0	2	0	0	0	1	11	0	0	0	1	0	6	0	0	0	0	0	0	0	6	8	5	1	5	0	0	4	1	0	0	0	0	5	0	0	12	0	0	0	0	0	0	1	0	0	0	5	1	33	735	197	7	0	0	0	6	0	0	5	7	4	0	0	16	0	9	7	3	0	0	0	8	7	0	8
0	0	8	0	3	1	1	0	0	0	15	4	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	7	4	0	0	8	0	10	1	0	0	0	9	6	2	0	0	0	7	4	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	74	197	722	6	0	0	0	0	0	0	7	7	4	0	0	0	0	4	4	1	5	0	0	0	0	0	0
10	0	0	0	1	0	8	0	0	0	15	25	5	0	6	0	0	0	0	0	0	0	0	12	9	0	0	27	9	10	0	0	3	0	28	0	0	0	0	7	3	2	0	0	0	5	1	2	14	0	20	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	7	6	640	57	59	0	6	0	0	0	0	13	0	0	0	0	12	8	0	6	18	0	4	9	0	14
0	18	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	6	9	0	5	0	0	2	1	0	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	5	2	5	0	0	6	0	0	57	710	185	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	1	0
0	6	0	0	0	0	0	8	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	7	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	59	185	615	1	0	6	0	0	0	0	2	1	0	4	0	0	0	0	0	5	0	0	0	0
